1008	1008	613	698	545	1014	382	682	927
673	673	424	400	371	531	358	734	682
665	665	1012	66	133	530	133	1014	1023
1014	1014	449	246	340	1041	438	1024	1014
933	933	1100	568	351	1055	208	525	525
877	877	1060	382	660	917	695	1023	782
999	999	463	340	383	550	383	531	530
626	626	111	545	339	1022	59	530	531
345	345	685	222	66	525	371	916	1062
449	449	345	133	392	342	650	1062	1055
1100	1100	488	554	780	1037	112	1055	871
1060	1060	493	371	276	685	155	1005	1005
682	682	494	364	191	789	340	667	1073
319	319	754	238	64	613	305	871	916
738	738	877	362	437	964	199	1073	605
776	776	999	383	305	966	392	685	685
530	530	626	392	362	1039	276	924	924
911	911	722	344	79	175	43	550	665
531	531	979	191	568	924	648	964	964
1047	1047	900	775	240	1024	191	966	966
716	716	1054	276	438	778	336	613	613
1061	1061	933	73	376	665	399	605	667
1016	1016	175	240	642	1062	351	665	550
835	835	673	305	344	1100	240	1011	1011
823	823	665	131	399	345	362	342	1043
841	841	1014	117	208	1073	339	1100	1100
799	799	469	780	43	1003	775	1003	1003
226	226	990	409	238	807	385	175	342
994	994	1071	385	431	1011	148	963	963
842	842	544	431	775	738	66	345	498
342	342	525	729	409	1023	317	498	345
496	496	925	549	695	963	28	653	653
1046	1046	1008	399	385	871	431	917	907
1031	1031	679	287	650	653	338	778	175
1063	1063	1036	43	199	35	325	907	738
926	926	577	148	729	36	729	738	778
927	927	837	338	338	37	409	1043	1098
674	674	820	438	148	1005	344	789	917
1051	1051	967	199	117	605	660	807	789
984	984	969	788	73	498	414	968	807
639	639	686	28	28	1071	641	820	968
1075	1075	791	208	788	776	568	1071	820
514	514	102	79	336	820	788	774	774
807	807	1073	489	460	800	228	1098	1071
683	683	653	642	228	226	376	763	951
998	998	1084	228	648	763	649	935	763
1079	1079	309	437	131	1033	73	35	935
883	883	955	373	554	990	387	36	950
1065	1065	1011	695	230	774	337	37	1020
768	768	956	90	387	935	117	951	755
1049	1049	959	230	373	968	250	992	992
732	732	587	687	414	907	64	990	928
733	733	580	650	287	102	238	776	1013
1090	1090	882	387	337	992	584	755	35
1095	1095	839	71	250	818	363	950	36
684	684	560	336	649	881	230	881	37
1113	1113	302	235	489	882	48	818	881
1088	1088	1053	584	317	913	373	102	942
1089	1089	1066	414	325	1068	162	1013	990
850	850	963	189	641	173	287	226	913
1086	1086	854	250	235	111	592	913	818
1096	1096	620	649	549	488	129	928	102
1048	1048	450	168	48	493	131	942	776
997	997	294	457	886	494	221	752	941
828	828	797	337	888	318	489	1033	752
1123	1123	609	648	584	752	888	941	226
1133	1133	253	886	71	837	886	488	488
123	123	261	888	270	980	130	493	493
283	283	310	270	231	830	192	494	494
524	524	825	231	884	941	270	1068	837
534	534	818	884	687	942	101	837	1068
473	473	951	313	457	544	77	882	1033
272	272	173	68	162	951	88	1020	980
708	708	589	308	363	755	235	980	882
678	678	881	892	168	583	231	173	544
651	651	935	443	892	1013	47	544	923
229	229	1003	412	189	950	884	800	173
442	442	764	48	885	898	307	923	830
652	652	734	885	412	302	892	830	898
177	177	681	562	592	764	599	898	764
159	159	826	162	149	928	885	111	111
914	914	974	149	101	835	328	764	800
436	436	160	317	887	923	457	302	302
428	428	774	592	443	319	554	839	839
676	676	735	325	313	839	412	583	703
921	921	304	86	90	926	71	703	919
448	448	714	641	192	799	460	318	537
32	32	919	248	248	449	149	919	1038
938	938	498	363	130	956	687	956	956
539	539	871	113	86	959	887	959	959
171	171	1025	887	221	160	168	160	529
26	26	1027	101	129	1043	248	718	875
288	288	779	153	308	703	786	875	160
986	986	547	654	47	450	443	529	583
139	139	898	122	88	919	189	1070	718
492	492	151	65	68	673	549	673	522
1002	1002	727	711	77	987	313	537	1070
154	154	773	192	113	1006	324	449	673
796	796	924	407	153	718	86	835	318
798	798	739	125	562	1098	308	1038	449
978	978	941	334	407	529	407	450	450
535	535	374	483	307	424	33	522	835
829	829	766	221	122	1070	153	825	825
943	943	1024	130	599	875	184	987	478
879	879	232	353	334	294	113	319	1007
937	937	814	88	257	1020	505	926	878
944	944	801	484	353	825	220	878	1035
461	461	915	426	505	854	257	854	904
975	975	980	257	328	537	122	904	854
60	60	1037	186	711	773	334	799	533
597	597	950	691	33	620	416	1007	987
548	548	406	495	125	714	5	478	664
582	582	1068	709	184	904	92	294	926
664	664	794	505	416	722	300	424	847
100	100	561	275	691	98	353	773	319
982	982	576	184	275	878	209	714	722
126	126	703	677	300	560	691	98	714
787	787	605	300	426	576	647	664	98
1013	1013	866	416	786	100	711	722	424
864	864	1062	129	186	686	677	533	773
928	928	864	33	633	522	125	100	634
794	794	942	599	677	309	78	634	482
576	576	987	47	78	1038	275	1035	294
703	703	928	458	5	664	90	1006	100
605	605	579	633	654	728	441	847	799
915	915	749	78	324	735	68	576	536
766	766	636	444	444	589	633	309	309
1024	1024	1013	77	369	864	186	482	1002
547	547	1041	662	495	1032	562	536	864
898	898	787	481	662	1007	108	1002	597
304	304	631	5	330	634	692	864	610
714	714	1112	501	187	580	444	620	576
919	919	537	330	108	636	380	597	589
589	589	1022	598	220	766	518	589	1006
764	764	982	352	65	547	435	728	1034
734	734	126	786	380	879	426	1032	728
854	854	1045	328	92	478	187	1034	497
620	620	844	307	441	597	330	735	735
450	450	570	369	501	536	369	610	620
560	560	100	187	692	548	8	686	1032
302	302	326	500	458	533	501	548	548
309	309	993	324	484	739	87	844	844
1011	1011	249	110	110	1002	662	879	608
686	686	582	108	209	806	596	636	636
102	102	664	518	647	844	365	766	686
1073	1073	752	441	518	974	495	560	1009
1036	1036	960	380	87	406	388	608	879
469	469	961	692	709	863	110	497	766
613	613	461	743	743	866	91	1009	739
627	627	975	91	352	1034	654	739	655
778	778	60	161	388	814	458	655	630
931	931	597	92	91	1009	402	1069	1069
865	865	548	346	365	304	743	806	1026
225	225	536	280	161	463	643	974	560
899	899	98	430	402	655	161	580	406
1097	1097	992	188	8	608	280	406	974
880	880	180	365	481	469	586	630	866
989	989	923	586	280	801	398	866	985
1017	1017	810	388	586	610	895	547	517
1058	1058	655	87	435	955	265	814	580
262	262	937	513	346	180	346	517	806
266	266	944	220	598	587	425	985	814
893	893	728	507	895	847	890	631	631
646	646	144	181	500	631	260	490	490
645	645	755	425	483	797	397	1026	822
781	781	815	402	398	826	181	822	499
827	827	878	663	181	517	705	304	547
474	474	829	895	890	482	360	689	872
720	720	943	890	425	985	352	180	535
922	922	879	647	705	577	65	587	689
790	790	1023	455	596	1069	391	872	587
905	905	978	67	397	630	190	860	539
295	295	535	209	260	490	141	463	304
138	138	529	115	430	689	119	499	860
666	666	718	705	119	582	377	535	180
831	831	851	391	391	731	349	955	855
366	366	490	485	455	860	709	855	762
630	630	1078	119	190	1035	484	539	463
522	522	478	8	377	497	598	762	955
465	465	640	398	663	171	103	826	826
440	440	1004	397	188	727	593	731	727
930	930	798	427	265	822	115	727	731
965	965	968	190	115	326	403	863	621
421	421	753	93	349	535	500	621	1010
1032	1032	904	487	643	872	481	582	929
1007	1007	762	165	67	855	75	171	570
242	242	802	349	513	539	781	801	961
1010	1010	154	377	141	762	569	570	582
929	929	796	435	507	232	663	1010	171
556	556	139	569	569	570	455	929	232
753	753	1034	512	279	961	67	469	863
851	851	492	260	403	982	792	961	944
490	490	1002	278	167	929	279	232	902
878	878	813	279	75	679	474	577	60
810	810	556	769	278	902	430	902	982
960	960	1105	475	165	499	258	982	1001
844	844	1039	464	306	960	306	944	952
1041	1041	875	603	512	126	188	60	869
579	579	731	447	445	253	645	960	960
749	749	929	656	103	261	167	1001	469
1062	1062	288	167	485	944	784	797	801
406	406	986	141	163	1010	629	952	546
1068	1068	1050	403	427	60	357	546	577
941	941	26	265	93	350	473	932	623
773	773	1010	306	656	151	512	350	932
871	871	1009	75	487	753	558	151	996
160	160	689	445	464	932	783	623	350
774	774	539	418	360	621	646	1050	151
825	825	777	596	558	681	680	527	527
818	818	171	163	784	1001	132	1067	1050
609	609	846	607	357	546	445	753	1067
963	963	242	945	418	1050	286	326	753
587	587	644	784	769	1026	163	869	797
882	882	350	558	945	791	165	126	509
1084	1084	938	643	603	556	252	943	943
837	837	853	121	475	579	513	996	126
900	900	292	486	593	527	262	556	556
1054	1054	806	256	132	943	507	509	506
754	754	1007	565	256	374	278	937	853
771	771	910	357	748	749	859	853	937
903	903	32	132	262	937	945	815	326
1080	1080	421	748	166	815	464	975	815
988	988	1032	694	607	975	256	846	846
1019	1019	921	744	286	952	411	253	975
1087	1087	448	166	859	846	93	261	461
174	174	617	29	121	787	166	461	817
747	747	440	555	447	461	418	506	374
453	453	930	891	411	623	277	579	492
606	606	965	63	792	794	483	374	669
520	520	109	103	767	1067	767	679	253
99	99	855	859	252	853	83	817	261
273	273	53	297	781	817	893	749	579
170	170	669	456	277	492	29	492	749
680	680	281	411	29	144	748	669	757
625	625	1038	563	744	795	121	993	528
258	258	985	277	565	993	595	681	993
405	405	465	767	83	915	656	851	679
360	360	97	286	629	669	920	242	851
375	375	713	707	891	851	427	528	772
838	838	630	510	456	242	744	829	242
574	574	522	234	680	249	891	712	808
624	624	320	538	645	810	236	144	829
359	359	676	745	893	829	456	757	511
946	946	952	593	258	509	769	795	712
874	874	436	995	783	712	603	810	986
95	95	428	896	707	965	485	787	624
672	672	366	870	474	936	696	772	868
566	566	601	252	920	986	574	986	652
511	511	1070	833	297	421	297	791	622
702	702	159	290	646	506	136	624	144
379	379	914	83	563	869	707	808	810
723	723	936	136	234	912	234	511	681
533	533	817	262	694	295	123	936	936
343	343	932	920	538	996	745	622	940
712	712	177	360	473	528	272	652	795
719	719	902	629	745	779	565	421	708
1020	1020	962	792	63	624	563	794	421
559	559	812	347	555	840	487	965	787
962	962	652	750	595	940	750	940	508
812	812	442	893	896	652	896	295	295
932	932	138	836	136	292	475	868	840
936	936	666	783	750	622	607	708	965
817	817	737	781	290	813	555	912	491
1070	1070	831	476	510	617	678	840	791
952	952	497	848	870	978	694	249	912
985	985	559	680	833	708	323	96	96
617	617	907	61	836	96	538	508	477
689	689	370	422	347	559	433	491	821
875	875	546	595	486	834	447	821	794
1034	1034	719	285	236	938	651	834	249
802	802	872	765	433	930	836	978	978
640	640	229	523	715	320	195	813	813
968	968	795	715	423	177	395	292	834
529	529	1020	747	123	109	672	559	930
718	718	482	480	658	772	290	930	559
1023	1023	712	849	574	821	63	915	938
728	728	343	983	747	511	688	938	292
755	755	651	809	395	611	658	611	611
923	923	608	433	983	808	833	477	914
98	98	517	706	688	139	581	177	962
752	752	527	658	958	737	423	675	675
1045	1045	295	315	272	701	676	914	602
636	636	634	423	195	798	747	962	770
987	987	822	824	422	962	17	602	849
942	942	114	395	696	288	347	109	177
980	980	742	645	693	812	983	617	915
1037	1037	394	258	285	831	870	737	737
924	924	678	816	61	914	715	770	139
881	881	940	958	17	793	958	139	831
935	935	1001	646	323	448	343	831	701
1003	1003	247	453	809	675	697	701	874
310	310	860	693	315	370	693	874	109
1053	1053	723	671	476	602	244	812	812
1066	1066	701	195	540	491	436	779	479
990	990	1005	474	523	874	790	849	617
979	979	708	419	671	32	247	448	612
87	87	905	477	581	757	720	612	995
209	209	533	688	765	868	315	370	448
220	220	741	17	244	741	809	741	741
435	435	462	451	678	508	156	320	370
715	715	702	661	827	465	736	479	848
286	286	379	432	672	281	981	32	779
767	767	348	540	156	770	827	465	625
604	604	506	158	981	640	510	625	954
264	264	790	659	471	612	567	995	320
693	693	301	471	520	625	471	288	465
83	83	557	953	720	224	540	954	32
103	103	223	473	816	172	273	848	700
423	423	847	244	567	713	158	793	957
595	595	499	156	736	601	671	172	172
540	540	912	479	453	301	61	700	819
792	792	1098	520	651	114	118	798	301
178	178	672	757	158	614	520	224	224
551	551	600	981	995	700	394	301	288
169	169	954	604	659	761	405	819	824
688	688	566	312	266	954	777	281	614
704	704	511	123	480	229	266	114	946
541	541	614	264	661	946	283	614	114
156	156	473	657	706	976	861	957	281
172	172	272	323	264	921	523	761	761
296	296	95	957	273	477	164	713	229
811	811	622	574	298	802	298	946	793
1026	1026	721	827	953	908	408	229	704
179	179	236	736	405	557	442	704	713
736	736	696	521	604	819	285	824	798
567	567	922	696	174	704	366	976	541
623	623	621	567	419	95	422	541	534
861	861	359	581	451	534	644	908	976
772	772	761	89	311	179	661	534	908
581	581	946	236	164	796	311	811	811
515	515	874	298	697	811	296	179	95
821	821	976	746	283	849	765	95	179
696	696	710	408	247	159	659	557	557
621	621	1043	632	408	719	375	921	486
721	721	474	720	432	699	174	640	921
223	223	720	672	296	440	178	524	524
557	557	624	311	676	479	99	922	922
301	301	574	266	657	379	453	719	719
462	462	821	612	99	922	312	838	606
741	741	840	164	312	541	451	159	838
742	742	581	405	848	524	264	601	159
114	114	534	174	861	26	816	606	379
608	608	515	99	343	742	721	379	419
482	482	602	553	394	838	905	889	428
370	370	375	296	375	97	553	428	889
546	546	838	169	118	889	657	486	640
737	737	611	459	824	957	604	668	480
497	497	861	272	178	223	476	419	668
601	601	793	697	169	53	169	742	723
320	320	772	273	746	668	953	170	601
669	669	827	551	632	848	746	702	417
1038	1038	699	178	790	428	600	480	170
806	806	834	508	553	702	462	417	702
910	910	623	118	89	606	638	723	138
846	846	360	868	521	723	432	138	515
1050	1050	781	283	436	154	706	97	89
1039	1039	770	572	551	138	459	699	710
904	904	697	417	515	710	632	26	476
1004	1004	405	515	849	348	359	53	742
992	992	567	638	721	170	486	710	53
326	326	524	375	477	894	551	89	97
1112	1112	258	678	459	417	666	802	26
950	950	894	861	479	824	154	515	706
498	498	675	606	638	666	521	440	566
48	48	528	721	905	995	480	223	521
129	129	553	170	957	566	572	566	223
108	108	889	908	462	572	515	796	894
47	47	736	668	572	600	419	894	632
397	397	96	541	606	359	89	521	699
403	403	638	704	170	89	348	706	432
596	596	610	819	417	515	566	572	572
563	563	283	462	366	521	894	348	551
234	234	224	343	566	551	710	476	440
277	277	179	905	359	459	223	632	953
419	419	296	651	442	638	417	551	802
643	643	811	394	777	462	723	432	348
750	750	1026	676	644	419	170	459	459
920	920	156	889	668	632	138	953	796
17	17	645	359	541	905	53	359	816
195	195	625	894	600	644	702	638	657
298	298	819	566	894	169	97	604	604
164	164	996	838	710	721	440	666	746
668	668	172	808	702	432	668	746	638
700	700	700	247	138	480	428	657	359
553	553	680	790	348	746	26	816	264
889	889	459	770	723	553	796	154	553
96	96	99	811	524	442	742	169	451
528	528	273	702	428	604	606	553	169
697	697	323	491	922	657	699	264	462
611	611	170	600	811	706	802	462	453
710	710	509	348	666	777	889	451	666
761	761	646	710	819	366	379	905	905
622	622	541	138	889	178	159	721	312
600	600	668	699	838	312	838	453	721
954	954	688	524	704	953	922	312	154
348	348	1069	179	223	264	524	600	422
506	506	704	922	534	451	719	99	285
701	701	572	996	179	375	824	422	99
940	940	1035	954	908	174	541	174	765
1001	1001	520	869	53	99	557	285	659
822	822	123	436	379	816	811	765	375
527	527	244	723	757	296	179	375	510
517	517	491	224	95	476	95	659	174
795	795	783	95	97	118	534	178	523
855	855	893	700	742	311	921	661	600
350	350	808	428	699	861	601	311	661
1009	1009	118	366	719	164	908	523	178
561	561	164	675	868	408	995	296	311
437	437	169	172	612	283	957	298	61
33	33	195	719	154	659	704	510	298
328	328	298	614	159	394	848	61	296
77	77	551	976	557	453	976	266	540
167	167	17	534	770	486	640	408	266
402	402	869	946	172	661	819	283	520
349	349	433	379	954	298	229	405	405
647	647	792	761	700	765	946	520	283
398	398	178	625	946	436	761	164	408
190	190	981	1067	508	790	713	861	861
510	510	606	301	625	266	479	540	164
285	285	540	114	26	405	114	394	671
141	141	417	557	229	273	614	671	394
8	8	746	742	976	285	281	366	567
422	422	408	602	224	520	301	644	158
357	357	311	666	440	158	700	158	827
265	265	266	223	761	247	954	567	273
252	252	453	442	301	523	224	273	981
89	89	595	772	114	422	172	442	736
659	659	632	159	921	471	849	471	471
471	471	508	96	614	671	625	827	366
411	411	423	509	491	343	465	118	720
593	593	593	229	796	697	798	981	809
632	632	747	874	808	567	32	736	156
311	311	395	777	713	540	288	777	315
417	417	958	506	802	981	477	809	644
869	869	103	1026	675	736	793	156	442
783	783	83	611	874	61	612	315	693
244	244	262	53	602	827	770	720	870
572	572	920	511	281	156	741	693	118
819	819	983	154	601	720	370	244	244
996	996	158	834	511	809	448	247	958
224	224	1067	622	741	315	874	870	247
638	638	693	528	914	676	812	958	715
770	770	312	821	772	244	831	715	777
834	834	629	644	831	693	737	347	63
793	793	521	97	465	958	701	983	347
602	602	908	793	962	581	139	790	983
1043	1043	174	1035	869	510	914	436	747
614	614	657	701	812	17	320	697	423
499	499	661	26	611	651	962	747	447
860	860	315	741	996	715	602	63	487
902	902	411	713	821	672	675	423	475
853	853	451	840	701	983	109	17	833
731	731	264	962	370	688	508	343	697
1105	1105	957	601	32	870	779	833	290
1078	1078	868	465	793	747	617	447	17
144	144	809	921	448	423	611	658	658
642	642	471	440	737	347	491	290	436
648	648	953	914	640	195	177	581	607
426	426	859	624	96	658	868	688	790
633	633	659	831	708	678	930	395	395
161	161	604	812	834	395	938	475	485
455	455	750	940	622	323	559	487	538
380	380	658	708	528	833	821	607	688
692	692	836	1069	139	290	292	676	581
307	307	89	912	624	272	978	538	343
187	187	671	802	288	836	813	672	565
656	656	252	737	177	433	834	195	694
586	586	767	796	652	123	757	836	836
705	705	643	623	509	63	96	694	483
119	119	432	370	506	696	511	565	707
365	365	479	652	798	574	708	485	769
324	324	61	281	940	555	808	433	563
891	891	265	847	109	896	840	563	195
166	166	277	448	840	750	940	750	672
707	707	824	621	930	538	772	555	745
29	29	419	295	559	136	915	707	676
538	538	757	32	813	236	652	896	433
456	456	523	559	938	694	622	745	750
816	816	706	610	292	745	912	234	234
479	479	816	499	295	563	295	651	896
671	671	286	177	1067	234	249	769	555
859	859	234	640	978	297	624	603	603
658	658	456	712	912	707	421	323	427
953	953	563	938	1026	447	965	297	456
957	957	870	139	320	565	936	136	656
315	315	715	930	617	607	986	483	651
629	629	357	669	712	595	528	272	297
521	521	745	952	936	475	712	427	136
983	983	896	288	623	456	810	456	323
958	958	612	853	421	891	829	678	744
746	746	784	936	986	920	794	123	272
981	981	422	109	965	487	144	574	891
433	433	347	527	669	744	242	656	123
118	118	63	813	817	603	795	891	574
509	509	596	292	829	893	851	744	920
610	610	29	1001	242	121	787	920	678
894	894	538	320	952	29	993	748	748
675	675	435	798	810	83	506	696	418
840	840	8	817	492	769	791	236	29
912	912	833	482	795	277	669	121	121
1098	1098	765	978	851	767	996	29	507
634	634	849	497	779	748	492	418	83
872	872	480	872	853	485	817	83	767
907	907	141	795	621	166	509	893	893
373	373	707	965	1035	646	869	767	93
43	43	285	421	527	656	681	93	236
650	650	510	986	993	427	461	277	464
414	414	220	810	1001	473	374	595	945
892	892	209	822	249	411	749	507	411
317	317	477	617	144	256	853	464	513
325	325	132	855	461	783	846	166	278
444	444	136	860	546	680	815	411	277
110	110	166	932	499	859	975	945	696
416	416	290	492	815	418	579	256	256
641	641	744	546	846	252	937	278	166
505	505	694	846	975	629	943	513	859
184	184	121	829	937	645	253	859	595
5	5	476	1098	943	286	261	165	445
181	181	324	242	932	945	556	445	188
280	280	891	851	1050	262	623	262	165
279	279	848	902	915	93	679	163	430
388	388	558	608	1010	258	1067	188	262
260	260	464	517	1069	464	527	430	481
565	565	748	1043	556	474	952	132	163
377	377	92	1010	787	132	1050	252	455
163	163	398	1050	374	792	753	558	132
569	569	297	634	794	278	151	286	67
945	945	190	630	497	163	546	357	357
476	476	445	533	749	558	126	512	558
744	744	555	1038	482	357	350	167	663
63	63	945	144	350	781	932	481	167
745	745	403	461	60	445	1001	306	252
